sample_id,arch_code,sample_node,MAE
364,"[1, 2, 4, 1, 1, 6]",3,1.2738451957702637
365,"[5, 2, 1, 3, 0, 1]",5,1.276971936
366,"[6, 6, 6, 3, 1, 6]",1,1.285247564315796
367,"[6, 0, 5, 0, 1, 1]",0,1.271643996
368,"[4, 3, 0, 1, 0, 0]",2,1.3103901147842407
369,"[4, 6, 2, 6, 4, 1]",7,1.4226113557815552
370,"[2, 0, 1, 6, 4, 6]",0,1.390040755
371,"[2, 3, 2, 6, 1, 3]",1,1.3544093370437622
372,"[0, 2, 0, 3, 2, 3]",8,1.2581928968429565
373,"[6, 6, 4, 0, 3, 4]",4,1.303992509841919
374,"[2, 0, 0, 2, 1, 3]",2,1.4248955249786377
375,"[0, 0, 5, 3, 0, 0]",0,1.2949503660202026
376,"[6, 5, 1, 1, 3, 3]",6,1.2630325555801392
377,"[1, 1, 4, 5, 3, 4]",3,1.278531671
378,"[1, 1, 1, 3, 3, 5]",1,1.2486621141433716
379,"[4, 6, 0, 0, 3, 3]",0,1.471217393875122
380,"[0, 6, 2, 2, 3, 1]",5,1.335376263
381,"[2, 6, 1, 6, 5, 1]",2,1.4519920349121094
382,"[0, 6, 6, 0, 3, 1]",9,1.2493778467178345
383,"[2, 1, 2, 5, 3, 3]",1,1.4502145051956177
384,"[6, 4, 6, 1, 1, 4]",4,1.2219582796096802
385,"[5, 4, 4, 3, 4, 0]",3,1.4565635919570923
386,"[5, 0, 1, 6, 5, 3]",0,1.2410707473754883
387,"[6, 4, 6, 4, 3, 4]",7,1.2231776714324951
388,"[3, 1, 2, 6, 2, 3]",1,1.332220554
389,"[6, 5, 0, 4, 0, 6]",2,1.336026192
390,"[0, 3, 3, 5, 2, 1]",5,1.340060830116272
391,"[0, 4, 2, 3, 1, 6]",10,1.254072905
392,"[1, 0, 4, 4, 6, 0]",0,1.261865377
393,"[6, 6, 3, 4, 5, 0]",3,1.3158543109893799
394,"[3, 0, 3, 0, 1, 1]",6,1.333790898323059
395,"[1, 2, 3, 3, 1, 0]",0,1.234911322593689
396,"[3, 5, 2, 4, 1, 2]",1,1.3074415922164917
397,"[5, 6, 3, 0, 0, 3]",2,1.2371350526809692
398,"[2, 4, 3, 3, 0, 4]",0,1.2737494707107544
399,"[6, 3, 1, 2, 3, 6]",1,1.4473474025726318
400,"[4, 3, 2, 1, 3, 2]",13,1.4509861469268799
401,"[6, 1, 4, 6, 3, 1]",2,1.229692817
402,"[2, 5, 3, 3, 4, 2]",8,1.34216702
403,"[2, 0, 0, 2, 6, 1]",1,1.3888286352157593
404,"[6, 1, 5, 4, 1, 1]",2,1.280383348
405,"[1, 5, 0, 1, 5, 1]",6,1.274774193763733
406,"[4, 1, 1, 6, 5, 1]",0,1.385002494
407,"[1, 0, 3, 4, 1, 2]",1,1.2891597747802734
408,"[0, 5, 5, 0, 2, 6]",3,1.3292146921157837
409,"[0, 6, 4, 3, 1, 2]",5,1.3282766342163086
410,"[4, 1, 2, 4, 0, 6]",0,1.246583342552185
411,"[2, 4, 3, 2, 2, 2]",2,1.247108936
412,"[6, 1, 6, 2, 3, 2]",11,1.250566959
413,"[0, 6, 2, 1, 1, 0]",4,1.403197169
414,"[3, 0, 0, 6, 6, 6]",0,1.2181037664413452
415,"[6, 0, 4, 3, 2, 1]",1,1.248024344444275
416,"[5, 1, 1, 5, 0, 3]",3,1.291227341
417,"[6, 3, 1, 1, 2, 1]",7,1.3253117799758911
418,"[1, 2, 0, 3, 2, 3]",0,1.247723699
419,"[2, 4, 0, 3, 0, 4]",1,1.263850927
420,"[5, 5, 4, 1, 1, 4]",5,1.3059083223342896
421,"[0, 2, 4, 0, 3, 0]",2,1.3193516731262207
422,"[3, 6, 0, 5, 3, 2]",8,1.3288249969482422
423,"[1, 2, 0, 3, 4, 2]",0,1.260594367980957
424,"[0, 0, 3, 2, 2, 1]",3,1.225454569
425,"[1, 1, 1, 2, 6, 3]",6,1.255959153175354
426,"[2, 1, 4, 0, 3, 5]",1,1.399464488
427,"[2, 2, 1, 3, 5, 2]",0,1.270217776298523
428,"[4, 1, 5, 5, 1, 6]",4,1.2887059450149536
429,"[1, 3, 2, 2, 0, 1]",2,1.2398139238357544
430,"[4, 1, 0, 5, 1, 0]",1,1.256618857383728
431,"[1, 6, 3, 3, 0, 2]",4,1.265602707862854
432,"[0, 6, 6, 3, 1, 4]",12,1.251039981842041
433,"[1, 2, 6, 5, 6, 0]",3,1.369125366
434,"[4, 4, 6, 6, 4, 0]",0,1.361911416053772
435,"[5, 0, 0, 3, 0, 6]",0,1.2871861457824707
